Run,Type,Flag,StartTime,StopTime,Length,Geometry,Channels,Trigger,T1,T2,T3,T4,Events,LG,HG,Ped,Size,PedRun,TrgRate,Note
178,cosmic,good,2024-05-09 05:13,2024-05-09 07:13,119,20240429,192,240,0.05,0.05,0.05,0.05,232,30,55,160,3,171,0.0,
179,cosmic,good,2024-05-09 07:14,2024-05-09 09:14,119,20240429,192,240,0.05,0.05,0.05,0.05,500,30,55,160,6,171,0.0,
180,cosmic,good,2024-05-09 09:14,2024-05-09 11:14,120,20240429,192,240,0.05,0.05,0.05,0.05,8000,30,55,160,87,171,0.0,
181,cosmic,good,2024-05-09 11:15,2024-05-09 13:15,120,20240429,192,240,0.05,0.05,0.05,0.05,11074,30,55,160,120,171,0.0,
182,cosmic,good,2024-05-09 13:15,2024-05-09 15:15,119,20240429,192,240,0.05,0.05,0.05,0.05,427797,30,55,160,4622,171,0.0,
183,cosmic,good,2024-05-09 15:15,2024-05-09 15:51,36,20240429,192,240,0.05,0.05,0.05,0.05,5821,30,55,160,63,171,0.0,
184,ptrg,good,2024-05-09 15:55,2024-05-09 15:55,0,20240429,192,0,0.05,0.05,0.05,0.05,13689,30,55,160,149,171,0.0,
185,cosmic,good,2024-05-09 15:56,2024-05-09 17:56,120,20240429,192,240,0.05,0.05,0.05,0.05,228149,30,55,160,2465,184,0.0,
186,cosmic,good,2024-05-09 17:56,2024-05-09 19:56,119,20240429,192,240,0.05,0.05,0.05,0.05,203184,30,55,160,2196,184,0.0,
187,cosmic,good,2024-05-09 19:56,2024-05-09 21:01,65,20240429,192,240,0.05,0.05,0.05,0.05,90881,30,55,160,982,184,0.0,"beam injection, board 0 and 2 HV off"
188,data,good,2024-05-09 21:16,2024-05-09 21:47,31,20240429,192,240,0.4,0.4,0.4,0.4,998,30,55,160,11,184,0.04,"abnormally high trigger rate, lower the threshold to 0.3 V near the end of run"
189,data,good,2024-05-09 21:52,2024-05-09 22:41,48,20240429,192,240,0.05,0.05,0.05,0.05,217633,30,55,160,1629,184,0.04,Board 2 HV off
190,data,good,2024-05-09 22:43,2024-05-10 00:43,120,20240429,192,240,0.5,0.5,0.5,0.5,2933,30,55,160,32,184,0.04,
191,data,good,2024-05-10 00:43,2024-05-10 02:43,119,20240429,192,240,0.5,0.5,0.5,0.5,4070,30,55,160,31,184,0.04,
192,data,good,2024-05-10 02:44,2024-05-10 04:44,119,20240429,192,240,0.5,0.5,0.5,0.5,2242,30,55,160,17,184,0.04,
193,data,good,2024-05-10 04:44,2024-05-10 06:44,120,20240429,192,240,0.5,0.5,0.5,0.5,5011,30,55,160,19,184,0.04,
194,data,good,2024-05-10 06:45,2024-05-10 08:45,120,20240429,192,240,0.5,0.5,0.5,0.5,4622,30,55,160,17,184,0.04,
195,data,good,2024-05-10 08:45,2024-05-10 09:24,38,20240429,192,240,0.5,0.5,0.5,0.5,887,30,55,160,4,184,0.04,
196,data,good,2024-05-10 09:26,2024-05-10 11:26,120,20240429,192,240,0.5,0.5,0.5,0.5,982,30,55,160,11,184,0.04,
197,cosmic,good,2024-05-10 13:27,2024-05-10 14:49,81,20240429,192,240,0.5,0.5,0.5,0.5,21,30,55,160,1,184,0.0,
198,ptrg,good,2024-05-10 15:02,2024-05-10 15:03,0,20240429,192,0,0.5,0.5,0.5,0.5,12889,30,55,160,140,-1,0.0,
199,data,good,2024-05-10 15:42,2024-05-10 16:17,34,20240429,192,7,0.02,0.02,0.02,0.02,971,30,55,160,11,198,0.04,
200,data,good,2024-05-10 16:19,2024-05-10 18:19,120,20240429,192,67,0.2,0.2,0.2,0.2,11518,30,55,160,125,198,0.04,
201,data,good,2024-05-10 18:19,2024-05-10 20:19,119,20240429,192,67,0.2,0.2,0.2,0.2,9746,30,55,160,106,198,0.04,
202,data,good,2024-05-10 20:20,2024-05-10 22:20,120,20240429,192,67,0.2,0.2,0.2,0.2,9783,30,55,160,106,198,0.04,
203,data,good,2024-05-10 22:20,2024-05-11 00:20,120,20240429,192,67,0.2,0.2,0.2,0.2,9733,30,55,160,106,198,0.04,
204,data,good,2024-05-11 00:21,2024-05-11 02:21,120,20240429,192,67,0.2,0.2,0.2,0.2,11218,30,55,160,122,198,0.04,
205,data,good,2024-05-11 02:21,2024-05-11 04:21,119,20240429,192,67,0.2,0.2,0.2,0.2,17618,30,55,160,191,198,0.04,
206,data,good,2024-05-11 04:21,2024-05-11 06:21,120,20240429,192,67,0.2,0.2,0.2,0.2,5984,30,55,160,64,198,0.04,
207,data,good,2024-05-11 06:22,2024-05-11 07:08,45,20240429,192,67,0.2,0.2,0.2,0.2,12600,30,55,160,46,198,0.04,
208,data,good,2024-05-11 07:10,2024-05-11 09:10,120,20240429,192,67,0.2,0.2,0.2,0.2,10288,30,55,160,112,198,0.04,
209,data,good,2024-05-11 09:10,2024-05-11 09:44,33,20240429,192,67,0.2,0.2,0.2,0.2,4743,30,55,160,41,198,0.04,
210,data,good,2024-05-11 09:47,2024-05-11 11:47,120,20240429,192,67,0.2,0.2,0.5,0.2,2513,30,55,160,28,198,0.04,
211,data,good,2024-05-11 11:48,2024-05-11 13:48,120,20240429,192,67,0.2,0.2,0.5,0.2,3590,30,55,160,29,198,0.04,
212,data,good,2024-05-11 13:48,2024-05-11 15:48,119,20240429,192,67,0.2,0.2,0.5,0.2,1962,30,55,160,15,198,0.04,
213,data,good,2024-05-11 15:49,2024-05-11 17:49,120,20240429,192,67,0.2,0.2,0.5,0.2,227,30,55,160,2,198,0.04,
214,data,good,2024-05-11 17:49,2024-05-11 19:40,111,20240429,192,67,0.2,0.2,0.5,0.2,3,30,55,160,1,198,0.04,
215,data,good,2024-05-11 19:42,2024-05-11 21:42,120,20240429,192,67,0.2,0.2,0.5,0.2,3060,30,55,160,20,198,0.04,
216,data,good,2024-05-11 21:42,2024-05-11 22:18,35,20240429,192,67,0.2,0.2,0.5,0.2,405,30,55,160,2,198,0.04,
217,ptrg,good,2024-05-11 22:37,2024-05-11 22:38,0,20240429,192,0,0.2,0.2,0.5,0.2,13270,30,55,160,144,-1,0.0,
218,data,good,2024-05-11 22:39,2024-05-12 00:39,119,20240429,192,67,0.2,0.2,0.5,0.2,1212,30,55,160,14,217,0.04,
219,data,good,2024-05-12 00:39,2024-05-12 02:15,96,20240429,192,67,0.2,0.2,0.5,0.2,2371,30,55,160,18,217,0.04,
220,data,good,2024-05-12 02:15,2024-05-12 04:15,120,20240429,192,67,0.2,0.2,0.5,0.2,1047,30,55,160,12,217,0.04,
221,data,good,2024-05-12 04:16,2024-05-12 06:16,119,20240429,192,67,0.2,0.2,0.5,0.2,3224,30,55,160,15,217,0.04,
222,data,bad,2024-05-12 06:16,2024-05-12 08:16,120,20240429,192,67,0.2,0.2,0.5,0.2,1277,30,55,160,5,217,0.04,
223,data,bad,2024-05-12 08:16,2024-05-12 09:30,74,20240429,192,67,0.2,0.2,0.5,0.2,3595,30,55,160,14,217,0.04,
224,data,good,2024-05-12 09:33,2024-05-12 11:33,120,20240429,192,67,0.2,0.2,0.5,0.2,1632,30,55,160,18,217,0.04,
225,data,good,2024-05-12 11:33,2024-05-12 13:33,119,20240429,192,67,0.2,0.2,0.5,0.2,1508,30,55,160,13,217,0.04,
226,data,good,2024-05-12 13:34,2024-05-12 15:21,107,20240429,192,67,0.2,0.2,0.5,0.2,1976,30,55,160,8,217,0.04,
227,data,good,2024-05-12 15:24,2024-05-12 17:24,120,20240429,192,67,0.2,0.2,0.5,0.2,3194,30,55,160,35,217,0.04,
228,data,good,2024-05-12 17:24,2024-05-12 19:24,119,20240429,192,67,0.2,0.2,0.5,0.2,1852,30,55,160,21,217,0.04,
229,data,good,2024-05-12 19:25,2024-05-12 21:25,119,20240429,192,67,0.2,0.2,0.5,0.2,1700,30,55,160,19,217,0.04,
230,data,good,2024-05-12 21:25,2024-05-12 22:07,42,20240429,192,67,0.2,0.2,0.5,0.2,577,30,55,160,7,217,0.04,
231,ptrg,good,2024-05-12 22:08,2024-05-12 22:08,0,20240429,192,0,0.2,0.2,0.5,0.2,13088,30,55,160,142,-1,0.0,
232,data,good,2024-05-12 22:09,2024-05-12 22:22,12,20240429,192,67,0.2,0.2,0.5,0.2,151,30,55,160,2,231,0.04,
233,data,good,2024-05-12 22:22,2024-05-13 00:22,120,20240429,192,67,0.2,0.2,0.2,0.2,8401,30,55,160,91,231,0.04,
234,data,good,2024-05-13 03:19,2024-05-13 05:19,119,20240429,192,67,0.2,0.2,0.2,0.2,21626,30,55,160,234,231,0.04,
235,data,good,2024-05-13 05:19,2024-05-13 07:19,120,20240429,192,67,0.2,0.2,0.2,0.2,12058,30,55,160,131,231,0.04,
236,data,good,2024-05-13 07:19,2024-05-13 09:19,120,20240429,192,67,0.2,0.2,0.2,0.2,11280,30,55,160,122,231,0.04,
237,data,good,00,2024-05-13 11:10,3543039310,2024-04-29,192,67,0.2,0.2,0.2,0.2,5445,30,55,160,59,231,0.04,no Info file
238,ptrg,good,2024-05-13 11:20,2024-05-13 11:20,0,20240429,192,0,0.2,0.2,0.2,0.2,12779,30,55,160,139,-1,0.0,
239,data,good,2024-05-13 11:27,2024-05-13 11:51,23,20240429,192,67,0.2,0.2,0.2,0.2,28697,30,55,160,311,198,0.04,
240,data,good,00,2024-05-13 13:02,3543039422,2024-04-29,192,67,0.2,0.2,0.5,0.2,9336,30,55,160,102,238,0.04,"daq freezes, No Info file"
241,data,good,2024-05-13 13:29,2024-05-13 15:29,120,20240429,192,67,0.3,0.3,0.6,0.2,1932,30,55,160,21,238,0.04,"not sure about T1, T2 and T3"
242,data,good,2024-05-13 15:29,2024-05-13 17:29,119,20240429,192,67,0.3,0.3,0.6,0.2,505,30,55,160,6,238,0.04,"not sure about T1, T2 and T3"
243,data,good,2024-05-13 17:29,2024-05-13 19:29,120,20240429,192,67,0.3,0.3,0.6,0.2,177,30,55,160,2,238,0.04,"not sure about T1, T2 and T3"
244,data,good,2024-05-13 19:30,2024-05-13 21:30,120,20240429,192,67,0.3,0.3,0.6,0.2,209,30,55,160,3,238,0.04,"not sure about T1, T2 and T3"
245,data,good,2024-05-13 21:30,2024-05-13 23:30,119,20240429,192,67,0.3,0.3,0.6,0.2,206,30,55,160,3,238,0.04,
246,data,good,2024-05-13 23:31,2024-05-13 23:55,24,20240429,192,67,0.3,0.3,0.6,0.2,597,30,55,160,5,238,0.04,
247,data,good,2024-05-14 00:04,2024-05-14 02:04,120,20240429,192,67,0.3,0.3,0.6,0.2,336,30,55,160,4,238,0.04,
248,data,good,2024-05-14 02:04,2024-05-14 04:04,120,20240429,192,67,0.3,0.3,0.6,0.2,213,30,55,160,3,238,0.04,
249,data,good,2024-05-14 04:05,2024-05-14 06:05,119,20240429,192,67,0.3,0.3,0.6,0.2,222,30,55,160,3,238,0.04,
250,data,good,2024-05-14 06:05,2024-05-14 08:05,120,20240429,192,67,0.3,0.3,0.6,0.2,205,30,55,160,3,238,0.04,
251,data,good,2024-05-14 08:05,2024-05-14 10:05,120,20240429,192,67,0.3,0.3,0.6,0.2,101,30,55,160,2,238,0.04,
252,data,good,2024-05-14 12:06,2024-05-14 14:06,119,20240429,192,67,0.3,0.3,0.6,0.2,405,30,55,160,5,238,0.04,
253,data,good,2024-05-14 14:07,2024-05-14 14:49,42,20240429,192,67,0.3,0.3,0.6,0.2,81,30,55,160,1,238,0.04,
254,ptrg,good,2024-05-14 14:55,2024-05-14 14:55,0,20240429,192,0,0.3,0.3,0.6,0.2,12882,30,55,160,140,-1,0.0,
255,cosmic,bad,2024-05-14 15:00,2024-05-14 16:30,90,20240429,192,67,0.01,0.01,0.01,0.2,210292,30,55,160,1456,254,0.0,
256,data,good,2024-05-14 16:48,2024-05-14 18:48,119,20240429,192,67,0.1,0.1,0.2,0.2,49349,30,55,160,534,254,0.04,
257,data,good,2024-05-14 18:48,2024-05-14 20:48,120,20240429,192,67,0.1,0.1,0.2,0.2,29208,30,55,160,316,254,0.04,
258,data,good,2024-05-14 20:49,2024-05-14 21:19,30,20240429,192,67,0.1,0.1,0.2,0.2,6580,30,55,160,72,254,0.04,
259,data,good,2024-05-14 21:20,2024-05-14 23:20,119,20240429,192,67,0.2,0.2,0.3,0.2,3882,30,55,160,42,254,0.04,
260,data,good,2024-05-14 23:20,2024-05-15 01:20,120,20240429,192,67,0.2,0.2,0.3,0.2,3966,30,55,160,43,254,0.04,
261,data,good,2024-05-15 01:21,2024-05-15 03:21,120,20240429,192,67,0.2,0.2,0.3,0.2,8315,30,55,160,90,254,0.04,
262,data,good,2024-05-15 03:21,2024-05-15 05:21,120,20240429,192,67,0.2,0.2,0.3,0.2,5935,30,55,160,65,254,0.04,
263,data,bad,2024-05-15 05:22,2024-05-15 07:22,119,20240429,192,67,0.2,0.2,0.3,0.2,4250,30,55,160,46,254,0.04,
264,data,good,2024-05-15 07:22,2024-05-15 09:22,120,20240429,192,67,0.2,0.2,0.3,0.2,1601,30,55,160,18,254,0.04,
265,ptrg,good,2024-05-15 15:19,2024-05-15 15:19,0,20240515,192,0,0.2,0.2,0.3,0.2,13472,30,55,160,146,-1,0.0,
266,cosmic,good,2024-05-15 15:21,2024-05-15 15:51,30,20240515,192,240,0.05,0.05,0.05,0.05,2298,30,55,160,9,265,0.0,board 0 and 1 stop taking data after about 80 events
267,cosmic,good,2024-05-15 15:53,2024-05-15 15:54,0,20240515,192,240,0.05,0.05,0.05,0.05,62,30,55,160,1,265,0.0,board 0 and 1 stop taking data after about 20 events
268,data,good,2024-05-15 16:01,2024-05-15 18:01,120,20240515,192,240,0.05,0.05,0.05,0.05,8827,30,55,160,38,265,0.04,
269,data,good,2024-05-15 18:02,2024-05-15 20:02,120,20240515,192,240,0.05,0.05,0.05,0.05,8804,30,55,160,32,265,0.04,
270,cosmic,good,2024-05-15 20:02,2024-05-15 21:32,90,20240515,192,240,0.05,0.05,0.05,0.05,24357,30,55,160,89,265,0.0,
271,cosmic,good,2024-05-15 21:34,2024-05-15 22:55,80,20240515,192,240,0.05,0.05,0.05,0.05,33363,30,55,160,361,265,0.0,tune beam
272,data,good,2024-05-15 22:56,2024-05-16 00:56,120,20240515,192,240,0.1,0.1,0.1,0.1,6337,30,55,160,69,265,0.04,
273,data,good,2024-05-16 00:56,2024-05-16 02:56,120,20240515,192,240,0.1,0.1,0.1,0.1,46,30,55,160,1,265,0.04,
274,data,good,2024-05-16 02:56,2024-05-16 04:56,119,20240515,192,240,0.1,0.1,0.1,0.1,46,30,55,160,1,265,0.04,
